Response Time,Availability,Throughput,Successability,Reliability,Compliance,Best Practices,Latency,Documentation,Service Name,WSDL Address
3288.0,18,1.3,19,67,89,72,2.96,7,MiriamProviderService,http://www.ebi.ac.uk/compneur-srv/miriamws-main/MiriamWebServices?wsdl
358.0,95,27.0,98,50,89,66,119.0,6,AddressBookService,http://oscar.snapps.com/projects/lotusphere/Webservices.nsf/AddressBook?wsdl
217.8,90,1.3,96,73,100,84,7.4,40,cpgreportService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/cpgreport.wsdl
167.5,86,16.1,86,73,78,84,2.0,91,CalcService,http://www.mathertel.de/AjaxEngine/S01_AsyncSamples/CalcService.asmx?wsdl
905.0,96,1.6,99,73,78,84,3.0,4,EnergyUnit,http://www.webservicex.net/ConvertEnergy.asmx?WSDL
413.5,98,11.4,100,80,89,78,4.5,36,hellowsdl,http://www.carlitoscontin.com.ar/test1.php?wsdl
157.0,90,11.3,97,60,100,74,61.0,1,DNS,http://ws.strikeiron.com/relauto/iplookup?WSDL
298.61,86,1.3,87,53,89,66,89.83,11,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnacomp?wsdl
412.5,72,5.9,72,73,100,84,5.0,8,UserAddModify,http://www.shn.org.au/UserAddModify.asmx?wsdl
534.5,72,10.7,72,73,89,75,3.5,9,KeywordQueryService,http://www.glycosciences.de/services/KeywordService?wsdl
231.0,83,19.6,84,83,89,91,8.0,35,bonjourwsdl,http://eric.trupin.ifrance.com/bonjourwsdlifrance.wsdl
143.0,99,16.6,100,73,78,84,42.0,94,ICD9Drug,http://www.webservicex.com/icd9drug.asmx?WSDL
298.2,98,0.9,99,67,100,82,59.4,7,prettyseqService,http://www.ebi.ac.uk/soaplab/emboss4/services/display.prettyseq.derived?wsdl
225.0,85,22.9,95,73,100,80,109.0,4,PetWebServices,http://www.proposion.com/n2n-petshop/WebService/PetWebServices.asmx?wsdl
413.62,99,8.9,100,80,89,83,2.0,7,hts,http://www.translated.net/hts/soap.php?wsdl
960.29,32,3.1,33,60,78,79,865.29,2,interopLabEchoHeader,http://www.soapclient.com/interop/InteropC.wsdl
90.0,83,21.8,84,78,89,89,3.0,59,FaxService,http://www.oneoutbox.com/wsdl/FaxService.wsdl
222.0,97,14.7,99,73,100,84,8.6,41,trimestService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/trimest.wsdl
280.0,79,2.3,79,80,78,87,2.0,89,Geo2UTM,http://webservices.iter.dk/geoutm.asmx?wsdl
127.75,94,4.1,98,73,100,84,1.25,91,XFService,http://www.woodworkingmachineryauction.com/XFService.asmx?wsdl
146.0,90,6.7,97,73,78,84,12.67,2,GoogleSearchService,http://interconnected.org/googlematic/src/GoogleSearch.wsdl
151.33,97,6.9,99,73,78,84,8.66,6,GoogleSearchService,http://tag.u-strasbg.fr/~genaud/tutorial/sd/cvs/src/soap/wsdl/GoogleSearch.wsdl
379.5,88,14.8,96,73,100,80,137.5,7,FlightRouteService,http://www.pathfinder-xml.com/development/WSDL/FlightRouteService.wsdl
319.2,89,3.9,96,58,89,69,1.4,59,SiteFetchService,http://arestestsite.communityzero.com/ws/api/Session.wsdl
315.0,100,1.0,100,67,100,82,39.6,6,vrnaevalService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnaeval.derived?wsdl
414.0,86,10.5,86,73,89,84,74.5,4,ClientInformation,http://services.ezcomm.co.za/ClientInformation.asmx?WSDL
445.0,89,12.1,96,83,89,91,1.5,10,BulportFinanceService,http://services.bulport.com/finance/finance.wsdl
329.43,86,1.2,86,53,89,66,101.17,4,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_rna_folding.vrnafoldpf?wsdl
1375.0,63,4.5,64,67,78,82,6.67,12,ITstSDNCHECKservice,http://tstsvr.achworks.com/testexec/tstsdncheck.tss/wsdl/ITstSDNCHECK
124.67,89,2.1,96,73,78,62,39.0,6,ReportService,http://www.wce.ca/ReportService.asmx?wsdl
718.0,86,3.3,87,67,78,82,54.5,2,VSOiService,http://vso.nascom.nasa.gov/API/vso.wsdl
255.0,86,19.5,87,83,89,91,11.0,2,ExPtLinkSampleService,http://trans.nict.go.jp/axis/services/ExPtLinkSampleService?wsdl
158.0,99,25.3,100,60,89,69,26.0,11,XMLPortalService,http://www.lexel.com/EnvGXLogin/html/XMLPortal.html
303.65,85,3.4,85,53,89,66,86.35,7,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_gene_finding.wobble?wsdl
157.2,53,1.5,53,50,78,66,4.2,93,Service,http://sms.csoft.co.uk/dtd/sendsms3.wsdl
782.0,100,16.0,100,80,100,87,2.0,11,updater,http://stlbloggers.com/mojira/pinger/ping.asmx?WSDL
170.67,96,2.6,99,73,89,84,34.0,90,eyeVeri,http://www.tilisoft.com/ws/eyeVeri/eyeVeri.asmx?wsdl
116.0,99,24.5,100,60,100,69,14.5,33,Search,http://ws.strikeiron.com/idEXEC/idexec1_0?WSDL
252.0,93,0.7,98,67,100,82,39.6,2,backtranambigService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_translation.backtranambig.derived?wsdl
486.4,81,2.2,81,60,67,79,4.0,6,Interop,http://mssoapinterop.org/stkV3/Interop.wsdl
1567.09,73,0.2,74,53,89,66,396.54,3,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_multiple.showalign?wsdl
631.0,83,15.0,84,58,100,80,292.0,8,TrWSEm,http://www.hacienda.go.cr/ticatest/consultas/atrwsem.aspx?wsdl
250.4,88,1.7,96,67,100,82,43.4,10,cuspService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_codon_usage.cusp.derived?wsdl
1255.12,97,2.2,97,60,78,74,523.88,10,pbx,http://www.innovaphone.de/wsdl/pbx.wsdl
164.8,99,5.0,100,73,100,84,4.2,87,SADownload,http://www.secureattachment.com/webservices/sadownload.asmx?wsdl
736.5,86,9.2,86,73,78,84,2.0,6,TrafficService,http://www.maslan.org/TrafficService.asmx?WSDL
118.33,96,7.0,99,73,78,84,8.66,6,GoogleSearchService,http://search.cpan.org/src/BSTILWELL/Net-Google-1.0.1/lib/Net/Google/Services/GoogleSearch.wsdl
729.0,94,15.2,98,73,100,80,480.0,9,MarketData,http://www.dfm.ae/marketwatch/ws/MarketData.asmx?WSDL
555.0,83,5.6,84,73,89,84,111.0,4,addressMeister.comService,http://addressmeister.bizware.com/service/wsdl/server.soap.2.wsdl
70.86,42,7.6,43,78,89,89,3.43,6,WMLS,http://www.witsml.org/api/130/WMLS.WSDL
411.12,39,6.2,39,73,100,84,24.87,38,MapService,http://lbs.wheresoft.com/api/wssp/mapservice.asmx?wsdl
143.65,19,4.1,19,60,78,79,9.69,6,AmazonSearchService,http://pesona.mmu.edu.my/~sbho/tic2211/08webSv/AmazonWebServices.wsdl
1423.5,47,2.2,47,78,89,89,162.5,7,ISMSServiceservice,http://sms.idws.com/soap/smsservice.dll/wsdl/ISMSService
206.4,86,15.5,95,58,100,75,5.6,33,polydotService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/polydot.wsdl
238.09,71,6.4,71,53,89,66,73.74,5,AnalysisWSGowlabImplService,http://www.ebi.ac.uk/soaplab/wsdl/gowlab__echo.wsdl
932.0,67,3.9,68,73,78,87,5.75,10,SumibiConvertService,http://www.sumibi.org/sumibi/Sumibi_testing.wsdl
156.0,98,12.5,99,73,100,80,1.5,37,MovieInformation,http://www.ignyte.com/webservices/ignyte.whatsshowing.webservice/moviefunctions.asmx?wsdl
263.8,94,2.3,98,50,100,72,40.6,3,bananaService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_composition.banana.derived?wsdl
161.54,90,9.6,96,67,89,58,29.54,89,ConnectiqueService,http://62.23.140.25/plg/services/ConnectiqueService.asmx?WSDL
635.42,32,0.3,33,33,78,59,370.75,3,SABLEThermRPCService,http://ems.eurostep.fi:8080/SABLE/services/SABLE.DAPI.THERM.RPC?wsdl
201.8,94,1.6,98,73,100,84,8.0,40,patmatdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/patmatdb.wsdl
130.33,63,7.8,63,73,78,84,14.66,65,NewsReaderService,http://www.flash-db.com/services/ws/newsReader.wsdl
359.61,85,1.1,86,53,89,66,110.48,10,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/phylogeny_molecular_sequence.fdnapars?wsdl
112.0,83,26.1,84,83,89,91,8.0,58,BNQuoteService,http://bob.marlboro.edu/~msie/2002/ipl/perl/lectures/jun15/isbn_price_quote/BNQuoteService.wsdl
225.2,93,2.2,98,73,100,84,6.2,31,whichdbService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/whichdb.wsdl
392.5,46,5.6,47,73,89,75,1.5,34,getMapwsdl,http://transcat.vsb.cz/tc_webServices/ws.php?wsdl
490.0,98,12.0,100,73,89,62,140.0,36,IT_x0040_Service_x0020_Webservices,http://www.itatservice.de/itatservice/itatservice10.asmx?WSDL
280.8,91,2.4,97,58,100,75,42.2,9,findkmService,http://www.ebi.ac.uk/soaplab/emboss4/services/enzyme_kinetics.findkm.derived?wsdl
148.5,87,11.1,95,67,78,82,33.29,92,USHolidayDates,http://www.27seconds.com/Holidays/US/Dates/USHolidayDates.asmx?wsdl
182.25,67,9.7,67,67,67,85,46.5,7,RenderServer3D,http://ws.xara.com/graphicrender/render3d.wsdl
112.83,98,4.1,100,73,100,84,45.16,33,Files,http://ws.acrosscommunications.com/Files.asmx?wsdl
146.5,97,9.4,99,60,100,79,60.5,8,GeoCodeService,http://ws.strikeiron.com/GeocodeAmerica/geocode?WSDL
291.0,88,1.9,96,73,78,75,137.0,8,SRWSampleService,http://www.library.utoronto.ca/unicorn.wsdl
393.25,78,7.5,78,67,89,72,62.75,11,FXWSService,http://www.newyorkfed.org/markets/fxrates/WebService/v1_0/FXWS.wsdl
405.0,85,6.5,95,73,89,62,16.3,93,ManageNumbers,http://webservices.kull.ch/Numbering/ManageNumbers.asmx?WSDL
202.17,46,4.9,47,73,78,75,3.0,21,toi-wetter,http://wetter.t-online.de/soap.php?wsdl
136.71,76,2.8,76,60,89,69,11.57,8,WSDBFetchServerLegacyService,http://www.embl-ebi.ac.uk/Tools/webservices/wsdl/WSDbfetch.wsdl
265.0,93,2.6,98,67,100,82,41.4,4,seqmatchallService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_local.seqmatchall.derived?wsdl
366.0,88,8.3,88,73,100,84,52.0,11,ITranslateSvc,http://office2003research.translate.ru/ResearchService/ITranslateSvc.asmx?wsdl
135.67,93,2.4,98,58,67,75,21.84,5,DimeInterop,http://www.mssoapinterop.org/stkV3/dime/dime-doc.wsdl
315.72,92,6.5,97,72,78,86,10.4,10,PDCWebService,http://www.eanpdc.co.za/PDCWebservice/PDCWebService.WSDL
251.8,93,2.1,98,50,100,72,33.0,5,tcodeService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_gene_finding.tcode.derived?wsdl
215.6,89,1.5,96,73,100,84,11.8,38,helixturnhelixService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/helixturnhelix.wsdl
280.7,85,4.2,86,53,89,66,64.96,6,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_composition.wordcount?wsdl
311.8,91,1.8,97,67,100,82,44.6,11,tfscanService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_transcription.tfscan.derived?wsdl
177.0,83,17.2,84,73,89,84,18.0,8,BarCodesService,http://www.flash-db.com/services/ws/barCodes.wsdl
337.0,93,4.7,98,67,78,72,27.0,1,PathInfoBPService,http://140.115.51.161:8080/bpelengine/services/PathInfoBP?wsdl
765.0,99,16.5,100,73,100,80,6.0,90,SnowReport,http://www.thecave.com/ws/snowreport.wsdl
97.4,51,3.3,52,42,78,62,2.0,9,BuchungService,http://www.ibr.cs.tu-bs.de/users/fischer/ws-buch/beispiele/11/b2b.org/buchung.wsdl
287.22,85,3.5,86,53,89,66,101.05,5,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/nucleic_cpg_islands.cpgreport?wsdl
3610.2,96,1.4,99,67,100,77,6.4,97,USDAData,http://ws.strikeiron.com/USDAData?WSDL
128.33,94,4.5,98,73,100,80,26.33,3,ImageryMetaDataService,http://www.sstsoftware.com/imagerymetadataservice/imagerymetadataservice.asmx?wsdl
168.5,88,5.0,96,60,89,69,1.0,38,DataGeneration,http://ws.strikeiron.com/DataGeneration?WSDL
1668.0,63,3.9,64,67,78,82,239.33,6,ItestckvSOAPservice,http://tstsvr.achworks.com/testexec/testckver.tss/wsdl/ItestckvSOAP
152.07,95,12.8,99,53,100,66,33.14,32,EdgarInformation,http://ws.strikeiron.com/EdgarInformation?WSDL
140.0,96,2.0,99,60,100,74,42.67,8,FrenchAddressVerification,http://ws.strikeiron.com/FrenchAddressVerification?WSDL#FrenchAddressVerificationSoap
396.4,88,1.6,96,73,100,84,34.2,9,emastService,http://www.ebi.ac.uk/soaplab/emboss4/services/protein_motifs.emast.derived?wsdl
1226.0,91,6.3,97,73,100,84,3.0,12,Personalizer,http://ws.acrosscommunications.com/Personalizer.asmx?wsdl
216.5,89,5.2,90,60,89,69,77.0,3,zipCodeClass,http://www.worldwildweb.biz/webservices/zipCodeWebService.cfc?wsdl
445.43,96,8.8,99,80,78,83,6.14,91,BLiquidity,http://webservices.lb.lt/BLiquidity/BLiquidity.asmx?wsdl
77.5,86,16.8,95,80,100,87,1.0,36,AccountManagement,http://www.iperformonline.com/WebServices/security/AccountManagement.asmx?wsdl
305.0,83,26.9,84,83,89,91,1.0,12,ServicioSuma,http://petra.euitio.uniovi.es/~labra/ws/suma.php?wsdl
170.25,56,4.2,57,60,100,79,8.5,36,SubscriptionManager,http://isb.oio.dk/oioservice/service/public/2/subscriptionmanager.asmx?wsdl
138.0,85,33.0,95,73,100,84,13.0,12,ATTSMS,http://www.jaredmonaco.com/ATTSMS.asmx?WSDL
423.17,86,6.2,95,60,78,74,141.95,96,XigniteRealTime,http://xignite10.xignite.com/xRealTime.asmx?wsdl
128.31,91,12.4,97,67,78,82,20.8,91,GBEAWHolidayDates,http://www.holidaywebservice.com/Holidays/GBEAW/Dates/GBEAWHolidayDates.asmx?WSDL
241.2,99,0.9,100,58,100,75,7.8,40,pepwindowallService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepwindowall.wsdl
234.0,97,2.6,99,73,100,84,4.2,39,entretService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/entret.wsdl
288.8,51,5.9,51,83,89,91,3.8,58,VaerkerService,http://developer.statsbiblioteket.dk/netbibservices/services/Vaerkvisning?wsdl
315.0,83,15.2,84,83,89,91,36.0,38,getgeoobjects,http://pear.fitamball.net/hellowsdl2.php?wsdl
234.5,89,23.7,96,78,89,89,106.0,9,WebServiceAgentService,http://oscar.snapps.com/portal.nsf/WebServiceAgent.wsdl
338.0,72,10.5,72,73,100,84,156.5,5,eSynapsMonitor,http://www.esynaps.com/WebServices/eSynapsMonitor.wsdl
579.58,98,1.2,98,60,100,72,106.15,2,eBayAPIInterfaceService,http://developer.ebay.com/webservices/401/eBaySvc.wsdl
634.4,92,2.8,97,80,100,87,41.2,34,IMSIVORY,http://gtdemo.gtsoftware.com:8080/soap/axel/soap/imssample/imsIvory?wsdl
136.38,70,4.8,70,73,89,84,5.88,4,MathService,http://chs.gotdotnet.com/quickstart/aspplus/samples/services/MathService/CS/MathService.asmx?WSDL
222.6,85,15.6,95,73,100,84,6.0,34,emowseService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/emowse.wsdl
1238.17,47,3.4,47,72,78,86,43.45,64,MAGGIE,http://www-iepm.slac.stanford.edu/tools/soap/wsdl/old/profile_07.wsdl
71.62,17,5.3,17,60,78,79,5.5,7,AmazonSearchService,http://soap.amazon.com/schemas3/AmazonWebServices.wsdl
262.0,85,1.7,95,73,100,84,7.2,32,maskseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/maskseq.wsdl
262.5,86,4.2,95,73,100,80,17.25,65,LandmarkService,http://www.terraserver-usa.com/LandmarkService.asmx?WSDL
64.4,95,4.1,99,73,100,80,9.0,39,SMSMessagingService,http://www.strikeiron.com/WebServices/SMSMessagingService.asmx?WSDL
168.17,93,14.2,98,73,78,62,18.5,92,Html2XmlServices,http://www.html2xml.nl/Services/html2xml/version1/Html2Xml.asmx?WSDL
211.25,89,10.9,89,67,78,72,152.75,9,WSDLInteropTestRpcEncService,http://mssoapinterop.org/asmx/WSDL/WSDLInteropTestRpcEncService.wsdl
491.0,91,4.2,97,73,100,80,23.5,66,LandmarkService,http://terraserverusa.com/LandmarkService.asmx?WSDL
192.67,63,10.5,63,42,100,69,4.67,6,RetsinfoService,http://rep.oio.dk/retsinfo.dk/xml/wsdl/2005/08/04/Retsinfo_resolved.wsdl
319.83,84,1.1,84,53,89,66,108.96,6,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_local.supermatcher?wsdl
254.4,97,1.6,99,73,100,84,7.6,39,chipsService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/chips.wsdl
195.75,86,13.3,95,67,78,82,1.13,38,GreenchoiceNewCustomer,http://www.greenchoice.nl/webservice/shared/GreenchoiceNewCustomer.asmx?WSDL
214.0,100,26.7,100,73,78,88,2.0,1,Geolizer,http://www.dns02.de/geolizer/server.php?wsdl
77.43,42,5.5,43,78,89,89,3.29,63,FullCongoBuy_servoce,http://www.daml.org/services/owl-s/1.1/CongoGrounding.wsdl
216.0,93,7.5,98,73,100,80,1.5,9,SeqReferenceInfoEJB,http://www.migenas.mpg.de/webservices/migenasWS/ProteinInfo?wsdl
443.56,94,6.6,98,60,89,72,232.46,7,IWebAPIService,http://tbe.taleo.net/wsdl/WebAPI.wsdl
298.2,85,12.5,95,73,100,84,8.0,38,supermatcherService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/supermatcher.wsdl
91.0,83,25.8,84,78,89,89,3.0,64,FaxStatus,http://www.oneoutbox.com/wsdl/FaxStatus.wsdl
126.0,83,18.4,84,73,89,80,12.0,64,CompanyInfoService,http://www.flash-db.com/services/ws/companyInfo.wsdl
278.0,94,12.5,98,73,100,84,8.6,35,showalignService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/showalign.wsdl
529.0,95,3.1,99,73,78,62,15.0,11,IAAUtilities,http://www.iaa.gov.il/Rashat/PublicWS/IAAUtilities.asmx?wsdl
340.2,97,1.2,99,67,100,82,39.6,10,supermatcherService,http://www.ebi.ac.uk/soaplab/emboss4/services/alignment_local.supermatcher.derived?wsdl
166.0,83,28.1,84,83,89,91,6.0,62,HelloService,http://homepages.feis.herts.ac.uk/~bf8au/wsdl/HelloService.wsdl
527.5,72,7.2,72,73,78,84,21.0,63,EasyAmazonService,http://www.flash-db.com/services/ws/easyAmazon.wsdl
232.0,100,13.0,100,73,100,84,51.5,35,sendOIOXML,http://vans-test.sdn.dk/einvoice/ws/ver1/sendOIOxml/sendOIOXML.asmx?wsdl
293.0,99,27.8,100,73,100,80,13.0,5,DownloadService,http://www.samsung.com/nl/support/WcmsService/DownloadService.asmx?WSDL
144.8,91,18.8,97,73,78,62,27.2,88,USHolidayService,http://www.holidaywebservice.com/Holidays/US/USHolidayService.asmx?WSDL
175.0,86,9.4,86,73,78,84,3.0,8,geographyRequests,http://comcast.vehix.com/(A(1WARoJy1xgEkAAAAZjFkZWJkMGItNjViYi00MDY3LTlmNjctNWMwYjc1YWI3ZmFj0))/_webServices/geographyRequests.asmx?WSDL
543.0,95,9.3,99,73,100,84,7.4,42,notseqService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/notseq.wsdl
218.75,68,2.0,68,60,89,69,80.75,2,tipService,http://www.flash-mx.com/ws/tipoftheday/tip.cfc?wsdl
305.8,88,13.5,96,58,100,75,6.0,33,dotmatcherService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dotmatcher.wsdl
451.0,64,2.3,64,60,100,79,287.33,31,NamespaceManager,http://rep.oio.dk/Infostructurebase/documantation/2004/09/29/namespacemanager.wsdl
220.2,87,1.0,95,73,100,84,7.2,40,pepcoilService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/pepcoil.wsdl
100.14,92,3.2,97,80,100,87,7.71,10,pinger,http://mojira.net/pinger.asmx?wsdl
435.33,21,4.2,22,33,89,59,10.77,8,PassportService,http://passport.sme.gov.cn/services/Passport?wsdl
3150.0,98,2.9,100,73,78,84,31.0,93,AustralianPostCode,http://www.webservicex.net/AustralianPostCode.asmx?WSDL
609.4,91,1.1,91,73,100,84,26.0,35,wossnameService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/wossname.wsdl
177.0,100,6.9,100,73,78,84,7.33,5,GoogleSearchService,http://www.cs.usyd.edu.au/~ejb/GoogleSearch.wsdl
215.5,78,6.9,79,73,89,84,79.0,95,Hill,http://www.quisque.com/fr/chasses/crypto/hill.asmx?WSDL
178.0,98,34.4,99,83,100,91,8.0,9,CheckItOutClassService,http://www.breakingpar.com/anygolfleague/home.nsf/DemoWebService?WSDL
65.0,67,5.6,68,73,89,84,23.7,5,NavFunctions,http://www.bitstorm.com/WSNavFunctions/NavFunctions.asmx?wsdl
182.0,100,29.2,100,80,100,87,1.0,31,Securlogin,http://195.68.94.163:8001/WS_SecurLogin.asmx?WSDL
353.17,66,2.3,66,80,89,83,42.84,2,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=13
599.0,85,10.3,95,73,78,84,2.0,35,CommuneInfoService,http://www.supplychainserver.com/webservices/CommuneInfoservice.asmx?wsdl
464.62,40,3.6,40,78,78,89,16.12,6,ThaiSQL,http://www.thaisql.com/ws/dotnet/webservices.asmx?wsdl
84.0,91,30.9,97,73,89,62,21.0,8,Service1,http://aspalliance.com/dotnetsolutions/WebService4/Service1.asmx?wsdl
80.55,94,13.6,94,60,89,54,26.19,92,SkyNode,http://galex.stsci.edu/skynode/ogoods/nodeb.asmx?wsdl
311.57,63,6.1,63,73,78,84,35.5,26,IPS,http://www.wopos.com/webservice/ips.asmx?wsdl
572.0,83,14.8,84,83,89,91,6.0,40,BlastDemo,http://xml.nig.ac.jp/wsdl/BlastDemo.wsdl
87.9,67,14.7,67,73,67,80,37.8,88,TableJobs,http://casjobs.sdss.org/CasJobs/TableJobs.asmx?wsdl
356.67,66,3.0,66,80,89,83,59.5,7,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=1
622.33,75,6.3,76,53,89,66,7.0,62,SubjectBrowserService,http://developer.statsbiblioteket.dk/netbibservices/services/SubjectBrowser?wsdl
148.95,89,10.8,96,67,100,77,6.73,10,EcMSoapBridgeService,http://webservices.ecircle-ag.com/soap/ecm.wsdl
857.0,83,6.4,84,73,100,87,3.0,8,CounterDeleteInformationWS,http://rep.oio.dk/kmd.dk/energi/xml/wsdl/2005/07/05/CounterDeleteInformationWS.wsdl
793.17,48,1.7,48,67,89,72,2.34,5,DirSrvService,http://freemosp.51ditu.com/wsdl/DirSrv.wsdl
57.0,85,5.0,95,73,100,80,1.0,96,InvitationService,http://web.services.leveragesoftware.com/v4.6/invitation/invitationservice.asmx?WSDL
346.5,86,16.9,86,73,89,84,270.0,93,LocalTime,http://www.ripedev.com/webservices/LocalTime.asmx?WSDL
297.8,91,0.9,97,73,100,84,6.4,40,prophecyService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/prophecy.wsdl
117.0,86,20.0,86,73,89,84,2.5,2,DailyHoro,http://www.mastercsharp.com/live/horoservice2/wshoro.asmx?wsdl
181.7,34,3.5,34,73,78,84,41.7,57,AAIService,http://location.openwave.com:8080/locationstudio/webservices/aai.wsdl
140.5,97,18.0,99,73,78,84,50.0,40,PipelineManagerALE,http://webservices.katabat.com/pipelines/pipemanagerale.asmx?WSDL
233.0,89,1.6,96,73,100,84,8.8,31,dregService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dreg.wsdl
277.78,86,3.2,86,53,89,66,68.87,7,AnalysisWSAppLabImplService,http://www.ebi.ac.uk/soaplab/emboss4/services/edit.descseq?wsdl
42.15,56,10.4,56,60,89,69,1.32,37,GIS_CB,http://www.multispeak.org/interface/30j/16_GIS_CB.asmx?wsdl
63.25,98,25.6,100,67,78,66,10.25,30,SIAP,http://skyserver.sdss.org/vo/dr2siap/SIAP.asmx?wsdl
281.39,61,6.1,61,67,78,72,59.06,88,Service1,http://sms.cellcom.co.il/SmsGate/SmsGate.asmx?WSDL
65.0,83,24.3,84,78,89,89,4.0,4,SecureLogin,http://www.vfri.org/VFRI-Web/Global/SecureLogin.asmx?WSDL
84.25,90,16.3,97,67,78,72,42.0,35,ADQLTranslator,http://openskyquery.net/ADQLTranslator/ADQLTrans.asmx?wsdl
231.2,95,1.2,98,73,100,84,10.2,34,marscanService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/marscan.wsdl
154.0,71,14.4,72,73,89,80,5.5,5,retsinfoService,http://rep.oio.dk/retsinfo.dk/xml/wsdl/2003/12/15/RETSINFO_Api_Resolved.wsdl
872.12,89,5.6,96,73,78,80,5.74,87,GenreTermsAndSubjectHeadings,http://www.oclc.org/research/projects/termservices/WebServices/GenreTermsAndSubjectHeadings/GenreTermsAndSubjectHeadings.asmx?wsdl
373.08,66,2.3,67,80,89,83,50.0,1,Service,http://macrowebservices.com/clients/sdg/ws/service.asmx?WSDL&v=6
148.56,99,2.3,100,73,89,75,98.67,9,BtblastService,http://staff.vbi.vt.edu/pathport/services/wsdls/pathport/btblast.wsdl
374.0,88,10.4,96,67,78,77,0.67,95,XigniteGE,http://www.xignite.com/xGE.asmx?wsdl
122.0,98,5.7,100,73,78,84,2.0,5,PeReverseAniService,http://realtime.pacificeast.com/ReverseAni/PeReverseAniService.asmx?wsdl
179.5,98,8.0,100,80,100,87,0.5,12,iMobilWS,http://services.groupes.be/iMobilWebService/iMobilWS.asmx?WSDL
111.0,96,5.4,99,58,89,80,2.75,8,UpdateService,http://www.msdomino.net/orders.nsf/order_update_doc?wsdl
119.67,94,11.8,98,73,78,80,2.0,6,WSDLInteropTestDocLit,http://www.mssoapinterop.org/asmx/WSDL/InteropTestDocLit.wsdl
169.4,90,6.4,91,73,78,84,28.2,5,SoapTest,http://mssoapinterop.org/stkV3/InteropBLogged.wsdl
114.0,86,16.1,86,73,89,84,67.0,8,FpMLValidation,http://www.handcoded.com/FpMLValidation.asmx?WSDL
337.0,83,19.7,84,60,89,69,9.0,10,svcAMBatchService,http://www.psmhosting.net/Services/svcAMBatch.cfc?wsdl
141.25,59,0.8,59,53,89,66,34.25,6,PropertyInformation,http://www.larimer.org/webservices/PropertyInformation.cfc?wsdl
212.2,95,1.6,98,73,100,84,12.8,32,dregService,http://genome.dkfz-heidelberg.de/menu/hobit/embapps/wsdl/dreg.wsdl
82.25,99,22.7,100,73,78,80,6.75,95,SdssFields,http://skyserver.sdss.org/vo/dr2fields/sdssFields.asmx?wsdl
571.0,83,8.4,84,67,89,72,4.0,12,FSCWarrantyClaimManagement_WebServices_TranslationToolService,http://www.mmm-maintenance.com/test/TranslationToolRequest_V1_3_TEST_HTTP.wsdl
130.08,95,13.1,99,67,78,82,21.16,91,USHolidayDates,http://www.holidaywebservice.com/Holidays/US/Dates/USHolidayDates.asmx?WSDL
